strategy,factor_model,observations,annual_alpha,alpha_t_statistic,alpha_p_value,r_squared,adjusted_r_squared
PCA10 / cnn_transformer / sharpe,Korean FF5,606,0.11129305798752395,4.857349271784831,1.5199767793121691e-06,0.021222109972733216,0.013065627555839399
PCA10 / cnn_transformer / sharpe,Korean 6-factor,606,0.11114359909574383,4.847912071913562,1.591839645509986e-06,0.021796521101768773,0.011998155703789815
PCA15 / cnn_transformer / sharpe,CAPM,606,0.07690163354014568,4.012260393976662,6.769091894825505e-05,0.00043451397734306507,-0.001220395767727478
PCA15 / cnn_transformer / sharpe,Korean FF3,606,0.08370068680752932,4.3434400574737015,1.6459430948877315e-05,0.013423571760745712,0.00850707793231087
PCA15 / cnn_transformer / sharpe,Korean FF5,606,0.08457340874805501,4.390176683718007,1.3385189344705293e-05,0.019766864626908576,0.011598255165466198
PCA15 / cnn_transformer / sharpe,Korean 6-factor,606,0.0845449331909578,4.384840899468412,1.3710750356761703e-05,0.01979640410585981,0.009978004146987018
PCA1 / cnn_transformer / sharpe,CAPM,606,0.17324450973458888,5.06369857935571,5.468729250610051e-07,0.016521976032897512,0.01489370115877986
PCA1 / cnn_transformer / sharpe,Korean FF3,606,0.18625744689967716,5.4295612481574285,8.204253344454065e-08,0.034613497211137156,0.02980260101783716
PCA1 / cnn_transformer / sharpe,Korean FF5,606,0.1860706494600751,5.415323306639447,8.862288912009537e-08,0.03706777381386506,0.02904333859564734
PCA1 / cnn_transformer / sharpe,Korean 6-factor,606,0.18648762045473363,5.428121670083697,8.28253794923386e-08,0.03902361285570988,0.02939780597279551
PCA3 / cnn_transformer / sharpe,CAPM,606,0.136995172060181,5.067891747374147,5.35446479699005e-07,0.008777742647992581,0.007136646195423091
PCA3 / cnn_transformer / sharpe,Korean FF3,606,0.14621486856888452,5.369645761262804,1.1281417669731323e-07,0.01796040695428658,0.013066521939108622
PCA3 / cnn_transformer / sharpe,Korean FF5,606,0.1472013700292031,5.393837527825702,9.93528838840282e-08,0.01926759291183877,0.011094822852770747
PCA3 / cnn_transformer / sharpe,Korean 6-factor,606,0.14728235354292862,5.3923074400225595,1.0022245573070036e-07,0.019386702971117886,0.009564199161145814
PCA5 / cnn_transformer / sharpe,CAPM,606,0.1362025275191443,5.208402894952483,2.616293548439316e-07,0.00399898827405798,0.0023499799764985507
PCA5 / cnn_transformer / sharpe,Korean FF3,606,0.14451971565926805,5.499010091007448,5.650379223543788e-08,0.017786801471646685,0.012892051312867525
PCA5 / cnn_transformer / sharpe,Korean FF5,606,0.14560964615014826,5.54024475814468,4.5253712308939184e-08,0.023373864826971236,0.01523531370052933
PCA5 / cnn_transformer / sharpe,Korean 6-factor,606,0.14572080558152287,5.5402006855161,4.5294120235740486e-08,0.023614817223720608,0.0138346651424891
PCA8 / cnn_transformer / sharpe,CAPM,606,0.11839947082247601,4.911481874217963,1.165171757654999e-06,0.010047309382113734,0.008408314861223287
PCA8 / cnn_transformer / sharpe,Korean FF3,606,0.12659500439841,5.213479546386127,2.551291429607632e-07,0.019291791653748946,0.014404541446043417
PCA8 / cnn_transformer / sharpe,Korean FF5,606,0.1267091049479914,5.2040734579320915,2.6808222183017563e-07,0.01966122173420437,0.011491731915322823
PCA8 / cnn_transformer / sharpe,Korean 6-factor,606,0.12680767775805588,5.204053885370986,2.682477544610841e-07,0.019882834264386084,0.010065300050006054
