strategy,factor_model,observations,annual_alpha,alpha_t_statistic,alpha_p_value,r_squared,adjusted_r_squared
Stock returns K0 / fourier_ffn / sharpe,Korean FF5,606,-0.18966429231115775,-1.9419815801058216,0.052606992253157236,0.23579107498494067,0.22942266727648186
Stock returns K0 / fourier_ffn / sharpe,Korean 6-factor,606,-0.18613924954468503,-1.9215250097097758,0.0551397240170599,0.24952177295183786,0.24200446182948565
Stock returns K0 / ou_threshold / sharpe,CAPM,606,-0.007490787521641923,-0.07122538629298349,0.9432419541133575,0.09269458530641472,0.09119242402380945
Stock returns K0 / ou_threshold / sharpe,Korean FF3,606,0.06749657607556057,0.6475167570222523,0.517544399709279,0.12973474003603358,0.12539786996976798
Stock returns K0 / ou_threshold / sharpe,Korean FF5,606,0.07273821161526745,0.6966670189257781,0.4862810105162815,0.13193894593465139,0.12470510381744015
Stock returns K0 / ou_threshold / sharpe,Korean 6-factor,606,0.0736909661366112,0.7055665124854393,0.48073204719138996,0.13293588872719864,0.12425077242062632
PCA10 / cnn_transformer / sharpe,CAPM,606,0.11449157424882751,5.172002087185255,3.15469192211965e-07,0.00264440516713349,0.0009931541823109402
PCA10 / cnn_transformer / sharpe,Korean FF3,606,0.12085032696185621,5.412671016621277,8.977692320833273e-08,0.009362492684744317,0.004425760920714783
PCA10 / cnn_transformer / sharpe,Korean FF5,606,0.12331326099486253,5.530226893274729,4.778260333378433e-08,0.01766100023736905,0.009474841906013776
PCA10 / cnn_transformer / sharpe,Korean 6-factor,606,0.1233159638815958,5.525404285223593,4.908019577858999e-08,0.017661199312073217,0.00782141165910566
PCA10 / fourier_ffn / sharpe,CAPM,606,0.11331354218679433,5.3499179889474044,1.2506367111353438e-07,0.003039409133760995,0.0013888121290156485
PCA10 / fourier_ffn / sharpe,Korean FF3,606,0.11510632322412717,5.373850305520634,1.1033144824607735e-07,0.004461966853409383,-0.0004991861356931082
PCA10 / fourier_ffn / sharpe,Korean FF5,606,0.11572079935497048,5.38859221215364,1.0215798617869815e-07,0.0050799486780860326,-0.0032110517495964608
PCA10 / fourier_ffn / sharpe,Korean 6-factor,606,0.1158009787449444,5.38802278830176,1.0252739078012301e-07,0.005271230690733986,-0.004692663492664284
PCA10 / ou_threshold / sharpe,CAPM,606,0.07557154093624324,2.640716316681316,0.008487061737239985,1.7805400864823184e-06,-0.0016538456510721833
PCA10 / ou_threshold / sharpe,Korean FF3,606,0.07804388590799526,2.7107141540154056,0.006905327216728578,0.011768925710474054,0.006844186137602737
PCA10 / ou_threshold / sharpe,Korean FF5,606,0.07912940620639251,2.74186567399779,0.006291345096583561,0.012773063653181205,0.004546172516957769
PCA10 / ou_threshold / sharpe,Korean 6-factor,606,0.07857905258985888,2.727209446857759,0.006574401178454445,0.017724712595817982,0.0078855611360098
PCA15 / cnn_transformer / sharpe,CAPM,606,0.0853274071099745,4.44557901576943,1.043178337371179e-05,0.0012360886178044428,-0.000417494016934139
PCA15 / cnn_transformer / sharpe,Korean FF3,606,0.09223184918682749,4.777964285457247,2.227404716495338e-06,0.01362862902891493,0.00871315708055409
PCA15 / cnn_transformer / sharpe,Korean FF5,606,0.0944189999472213,4.9091246388549,1.1806602431560066e-06,0.026445093206492576,0.01833213564988001
PCA15 / cnn_transformer / sharpe,Korean 6-factor,606,0.09446401033496929,4.907259126600032,1.191997017806995e-06,0.0265186305519457,0.016767565081681424
PCA15 / fourier_ffn / sharpe,CAPM,606,0.051104659916243585,2.772774401011268,0.005729584420031534,0.00024711823007506073,-0.0014081017728553302
PCA15 / fourier_ffn / sharpe,Korean FF3,606,0.05818199407377184,3.1378953672501635,0.0017848259485434823,0.012077146890669965,0.007153943303746413
PCA15 / fourier_ffn / sharpe,Korean FF5,606,0.059297509636538896,3.197023021220799,0.0014615699344276087,0.017144944322272537,0.008954485524958145
PCA15 / fourier_ffn / sharpe,Korean 6-factor,606,0.05951137696745353,3.2086283380285407,0.0014049271045660236,0.01894725501223815,0.009120349386317339
PCA15 / ou_threshold / sharpe,CAPM,606,0.04634166537531641,2.0823901323463665,0.03772710722633511,6.316120915994539e-05,-0.0015923633583745378
PCA15 / ou_threshold / sharpe,Korean FF3,606,0.05169693981196877,2.301673686507399,0.021694124942119128,0.005470503301367113,0.0005143762414071551
PCA15 / ou_threshold / sharpe,Korean FF5,606,0.051816608197403906,2.3057106480284473,0.021466929386619628,0.010104830547368215,0.0018557041352629255
PCA15 / ou_threshold / sharpe,Korean 6-factor,606,0.051322188894432866,2.2893226549111736,0.02240763581615621,0.016713048424557897,0.0068637634338190034
PCA1 / cnn_transformer / sharpe,CAPM,606,0.10158684826362138,2.943494595206648,0.0033699535982045906,0.0033957246058935464,0.0017457175274265824
PCA1 / cnn_transformer / sharpe,Korean FF3,606,0.10177054124703667,2.913808218950834,0.0037030577111820196,0.003405440778505686,-0.0015609772907043684
PCA1 / cnn_transformer / sharpe,Korean FF5,606,0.10113426389107914,2.8875766318490146,0.004022115508896256,0.003651618024212766,-0.004651285158918661
PCA1 / cnn_transformer / sharpe,Korean 6-factor,606,0.10058975063301229,2.874256893595381,0.004193513447376467,0.0069730946768779,-0.0029737524549062755
PCA1 / fourier_ffn / sharpe,CAPM,606,0.13048581425293074,3.9397415075240345,9.109596762215059e-05,0.00298722940872731,0.0013365460137086949
PCA1 / fourier_ffn / sharpe,Korean FF3,606,0.14713475237655993,4.4348970514923085,1.0951554766042274e-05,0.02322388810667686,0.018356233064019123
PCA1 / fourier_ffn / sharpe,Korean FF5,606,0.14810318088070037,4.453935130161545,1.0057656894572248e-05,0.024431120577772747,0.016301379915920844
PCA1 / fourier_ffn / sharpe,Korean 6-factor,606,0.14792757963661154,4.445531972102688,1.0448843420115538e-05,0.024806356823928066,0.015038140030845581
PCA1 / ou_threshold / sharpe,CAPM,606,0.0979784437476429,1.875239860253664,0.06124196251559027,0.034816926405206394,0.03321894118402302
PCA1 / ou_threshold / sharpe,Korean FF3,606,0.10631310321338015,2.0151491454624852,0.04433302302412781,0.03917678315402928,0.034388627588351706
PCA1 / ou_threshold / sharpe,Korean FF5,606,0.10737840517065243,2.0307674047771855,0.04271902515076815,0.040415623356804264,0.03241908688477768
PCA1 / ou_threshold / sharpe,Korean 6-factor,606,0.10702224621456849,2.022855068732095,0.04353183355441714,0.04101609159827191,0.03141024276620119
PCA3 / cnn_transformer / sharpe,CAPM,606,0.16406022135987752,5.897705858271954,6.13806727290184e-09,0.005263974280203199,0.0036170603303360416
PCA3 / cnn_transformer / sharpe,Korean FF3,606,0.17096888374721497,6.088113451297149,2.0357815202221107e-09,0.010175567232445282,0.005242887334932611
PCA3 / cnn_transformer / sharpe,Korean FF5,606,0.1739552497851969,6.203244525141612,1.030796924109692e-09,0.018676681229242598,0.01049898690615303
PCA3 / cnn_transformer / sharpe,Korean 6-factor,606,0.17408620027582855,6.203296960100235,1.0315025914763587e-09,0.018971816943398667,0.009145157346838406
PCA3 / fourier_ffn / sharpe,CAPM,606,0.12318539390103186,4.396046962360153,1.3025272391300147e-05,0.009579115683736927,0.007939346007716619
PCA3 / fourier_ffn / sharpe,Korean FF3,606,0.12888626508847875,4.552482278925474,6.4175176114329435e-06,0.012891786585845999,0.007972642665177498
PCA3 / fourier_ffn / sharpe,Korean FF5,606,0.13005209838962334,4.583972667229277,5.553969808094815e-06,0.014437762050771408,0.006224743401194499
PCA3 / fourier_ffn / sharpe,Korean 6-factor,606,0.13014118665459132,4.583323355828703,5.572452144139438e-06,0.014571793598694538,0.004701060312537919
PCA3 / ou_threshold / sharpe,CAPM,606,0.0648507572272749,1.572132142309521,0.11644356903070775,0.009147310708623624,0.0075068261237041245
PCA3 / ou_threshold / sharpe,Korean FF3,606,0.07357083184512657,1.766195359922279,0.07786985161069201,0.013463971120703855,0.008547678617983112
PCA3 / ou_threshold / sharpe,Korean FF5,606,0.07606916418571322,1.8231049854499823,0.06878494618402803,0.015856614140300374,0.007655419258136287
PCA3 / ou_threshold / sharpe,Korean 6-factor,606,0.07577735631688932,1.8151000282917302,0.07000851206698566,0.016520496470242896,0.006669282745404015
PCA5 / cnn_transformer / sharpe,CAPM,606,0.16602745105417227,6.350080206713221,4.232767961188429e-10,0.000826321759673343,-0.0008279392970158561
PCA5 / cnn_transformer / sharpe,Korean FF3,606,0.16545834680184,6.266889159231864,7.022042217612772e-10,0.0052018868022249976,0.0002444211218374237
PCA5 / cnn_transformer / sharpe,Korean FF5,606,0.16685468704385478,6.314322591996536,5.282816385498343e-10,0.009235907176881386,0.0009795397366887393
PCA5 / cnn_transformer / sharpe,Korean 6-factor,606,0.16674812440716144,6.305355397293893,5.583687712149575e-10,0.009458130454843783,-0.0004638248327537564
PCA / fourier_ffn / sharpe,CAPM,606,0.1258286279893775,4.9251302529767305,1.0896433556051864e-06,0.004129262793991062,0.0024804701827229048
PCA / fourier_ffn / sharpe,Korean FF3,606,0.13026579151610676,5.049668981594869,5.873783255210563e-07,0.008628456900873216,0.0036880671512098395
PCA / fourier_ffn / sharpe,Korean FF5,606,0.13233598170124286,5.127527812483189,3.9667543026027207e-07,0.01343275903858221,0.005211365363903764
PCA / fourier_ffn / sharpe,Korean 6-factor,606,0.13253283713275832,5.132623771958188,3.867107501418021e-07,0.0142243745996663,0.004350161323536161
PCA / ou_threshold / sharpe,CAPM,606,0.0827697293711719,2.1256720445695207,0.03393568110847247,0.005736773899837844,0.004090642730797844
PCA / ou_threshold / sharpe,Korean FF3,606,0.09405526911213302,2.394880912177778,0.01693044551536377,0.012422340062779313,0.00750085670761047
PCA / ou_threshold / sharpe,Korean FF5,606,0.09711473137818472,2.470818735565525,0.01375716887209541,0.01656276753366892,0.008367457263116163
PCA / ou_threshold / sharpe,Korean 6-factor,606,0.0964490996090999,2.4565530554772637,0.014310326212020535,0.0204528511843588,0.01064102665532074
PCA8 / cnn_transformer / sharpe,CAPM,606,0.1259359016274501,5.3086538422484,1.5536594178416734e-07,0.007464212612758647,0.005820941441587735
PCA8 / cnn_transformer / sharpe,Korean FF3,606,0.13178558952822916,5.5027942218555035,5.5360822199967404e-08,0.012340618019666239,0.0074187274117908375
PCA8 / cnn_transformer / sharpe,Korean FF5,606,0.1331455766751129,5.549775154915144,4.29688943357044e-08,0.014569611780413938,0.0063576918785840375
PCA8 / cnn_transformer / sharpe,Korean 6-factor,606,0.1331877680631792,5.546688751911669,4.3724942828016565e-08,0.014611646052779426,0.004741311956480088
PCA8 / fourier_ffn / sharpe,CAPM,606,0.1379317929136323,6.014294459310232,3.130254247521615e-09,0.0005230548850958527,-0.0011317082690678326
PCA8 / fourier_ffn / sharpe,Korean FF3,606,0.14109612639727157,6.083847453045411,2.0874946200490416e-09,0.0020496026104041,-0.002923572127417673
PCA8 / fourier_ffn / sharpe,Korean FF5,606,0.1426358354222744,6.14624208786762,1.447050784411551e-09,0.006520908764133138,-0.001758083662832366
PCA8 / fourier_ffn / sharpe,Korean 6-factor,606,0.14262373372809445,6.140237579477214,1.5009010649697036e-09,0.006524634789167205,-0.0034267044283036174
PCA8 / ou_threshold / sharpe,CAPM,606,0.09078319293589428,2.8551701572758157,0.004449097930183312,0.0008068781432956085,-0.0008474151048114553
PCA8 / ou_threshold / sharpe,Korean FF3,606,0.0899412917331041,2.8053584662675353,0.005188456666231505,0.008104205180152313,0.003161202880385683
PCA8 / ou_threshold / sharpe,Korean FF5,606,0.0929677856018756,2.9141262497551113,0.0036997861267804087,0.023531740059871353,0.015394504560370281
PCA8 / ou_threshold / sharpe,Korean 6-factor,606,0.09225406166587556,2.8991928771687574,0.003878296094169132,0.03027241016384352,0.02055894515713752
